radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,
LTE,452,5,11216,32771589,-1,1.066.832,207.654,1134,17,1,1703455758,1703506324,0
LTE,452,5,11216,32776965,-1,1.066.912,20.766,1472,15,1,1703455838,1703506324,0
LTE,452,5,11216,32800260,-1,1.067.073,207.691,1144,29,1,1703455848,1703506325,0
LTE,452,5,11216,32784134,-1,1.067.194,207.728,1039,21,1,1703455938,1703506324,0
LTE,452,5,11216,32784132,-1,106.748,208.036,7420,66,1,1703455988,1703506324,0
LTE,452,5,11216,32768773,-1,1.067.512,207.906,1000,6,1,1703456088,1703506324,0
LTE,452,5,11216,32803076,-1,1.067.517,208.156,2568,8,1,1703456178,1703506324,0
LTE,452,5,11216,32794117,-1,1.067.506,208.184,1948,38,1,1703456211,1703506324,0
LTE,452,5,11216,32794116,-1,1.067.517,208.355,1000,21,1,1703456318,1703506324,0
LTE,452,5,11216,32897540,-1,106.762,208.452,2521,20,1,1703456338,1703506324,0
LTE,452,5,11216,32779525,-1,1.067.834,208.627,3160,59,1,1703456468,1703506324,0
LTE,452,5,11216,32792836,-1,1.067.814,208.601,1000,4,1,1703456538,1703477762,0
LTE,452,5,11216,32897796,-1,1.067.855,208.634,1000,2,1,1703456578,1703477762,0
LTE,452,5,11216,32902406,-1,1.068.011,208.806,1000,10,1,1703456698,1703477762,0
LTE,452,5,11216,32902404,-1,1.068.047,208.849,1000,3,1,1703456738,1703477762,0
UMTS,452,5,1217,8208394,372,1.068.064,208.864,1000,4,1,1703456748,1703477762,0
UMTS,452,5,1217,8228935,372,1.068.217,208.993,2283,39,1,1703456748,1703477763,0
UMTS,452,5,1216,8252111,346,1.068.382,20.914,1000,15,1,1703456928,1703477762,0
UMTS,452,5,1217,8227045,324,1.068.953,209.445,5961,105,1,1703456978,1703477843,0
UMTS,452,5,1217,8222524,53,106.951,209.573,1000,2,1,1703457668,1703501281,0
UMTS,452,2,13118,85928978,285,1.069.708,209.544,2026,44,1,1703459108,1703501366,0
UMTS,452,2,13118,85928979,286,1.069.514,20.957,1000,1,1,1703458901,1703458901,0
UMTS,452,2,13118,85996834,36,1.069.857,209.463,1000,4,1,1703460673,1703501281,0
UMTS,452,2,13118,85931129,212,106.991,209.354,1370,32,1,1703460683,1703501282,0
UMTS,452,2,13118,85929768,195,1.069.891,209.394,2029,49,1,1703461053,1703506398,0
UMTS,452,2,13118,85930927,246,1.069.959,209.163,2531,18,1,1703461303,1703501402,0
UMTS,452,2,13118,85930929,247,1.070.005,209.098,1533,50,1,1703461894,1703501282,0
LTE,452,2,3117,79632396,-1,1.070.134,209.026,1000,2,1,1703462924,1703501282,0
UMTS,452,2,13118,85929958,215,107.014,209.025,1000,2,1,1703462938,1703501282,0
LTE,452,4,11412,35858961,-1,1.070.905,208.531,8576,28,1,1703463274,1703501343,0
LTE,452,4,11412,36009730,-1,1.070.389,208.833,2253,21,1,1703463284,1703501344,0
LTE,452,4,11415,36185858,-1,1.070.431,208.793,2749,37,1,1703463324,1703501344,0
LTE,452,4,11412,35858958,-1,107.045,208.836,2516,79,1,1703463354,1703501344,0
LTE,452,4,11415,36073218,-1,1.070.213,20.898,1122,6,1,1703463364,1703501344,0
LTE,452,4,11415,36138754,-1,1.070.383,208.888,1288,4,1,1703463464,1703501341,0
LTE,452,4,11415,38146818,-1,107.037,208.882,1000,18,1,1703463738,1703501344,0
LTE,452,4,11415,36119061,-1,107.032,208.916,1000,4,1,1703463838,1703501344,0
LTE,452,4,11509,38545665,-1,1.070.588,208.707,2559,13,1,1703464378,1703501343,0
LTE,452,4,11415,38145027,-1,1.070.652,208.757,1000,2,1,1703464828,1703501342,0
UMTS,452,4,13118,85929958,215,1.070.655,208.756,1000,1,1,1703464848,1703464848,0
UMTS,452,2,13118,85929807,456,1.070.744,208.677,1237,40,1,1703464858,1703501342,0
UMTS,452,2,13118,85929808,124,1.070.821,208.504,1191,26,1,1703465718,1703501343,0
LTE,452,4,11509,38492929,-1,1.070.671,208.589,1379,23,1,1703466198,1703501343,0
LTE,452,4,11415,38145026,-1,1.070.836,208.543,1423,5,1,1703466308,1743231061,0
LTE,452,4,11415,38145029,-1,1.070.892,208.541,1115,43,1,1703466538,1703501343,0
LTE,452,4,11415,38145030,-1,1.070.718,208.569,1000,6,1,1703466568,1703501343,0
UMTS,452,5,1217,8229255,159,1.070.757,208.556,1000,11,1,1703466648,1703501343,0
UMTS,452,4,1217,8229255,87,1.070.804,208.586,1000,2,1,1703468444,1703501342,0
UMTS,452,5,1217,8222655,87,1.070.842,208.571,1628,12,1,1703468454,1703501343,0
LTE,452,4,11412,36155394,-1,1.070.938,208.558,1000,2,1,1703469344,1703501342,0
LTE,452,4,11412,36009736,-1,1.070.941,20.855,1000,14,1,1703469414,1703501343,0
LTE,452,4,3117,79415820,-1,1.070.948,208.537,1000,2,1,1703469444,1703501342,0
LTE,452,2,3117,79415850,-1,1.070.942,208.548,1000,3,1,1703469614,1703501342,0
LTE,452,2,58003,99892748,-1,1.070.947,208.538,1000,3,1,1703469634,1703501342,0
UMTS,452,2,55002,33595434,173,1.070.941,208.549,1000,2,1,1703469654,1703501342,0
LTE,452,4,3117,79415850,-1,1.070.943,208.547,1000,1,1,1703469896,1703469896,0
UMTS,452,4,55002,33595434,173,107.092,208.502,1000,2,1,1703469916,1703501343,0
LTE,452,4,11415,36138757,-1,1.070.929,208.492,1000,6,1,1703469976,1703501343,0
LTE,452,1,3117,79415820,-1,1.070.939,208.513,1000,4,1,1703469966,1703501343,0
LTE,452,1,58003,99892748,-1,1.070.951,20.853,1000,2,1,1703470046,1703501342,0
LTE,452,1,11415,38145029,-1,1.070.946,208.545,1000,2,1,1703470096,1703501342,0
LTE,452,4,11415,36138763,-1,107.094,208.525,1000,5,1,1703470116,1703501343,0
LTE,452,4,11415,38145025,-1,1.070.948,208.545,1000,3,1,1703470166,1703501342,0
LTE,452,1,11412,35858961,-1,1.070.952,208.535,1000,2,1,1703470366,1703501342,0
LTE,452,4,3117,79415840,-1,1.070.954,208.523,1000,2,1,1703470816,1703501342,0
LTE,452,2,3117,79415820,-1,1.070.937,208.492,1000,8,1,1703471209,1703501343,0
LTE,452,2,11412,35858961,-1,1.070.959,208.515,1000,2,1,1703471219,1703501342,0
UMTS,452,2,55002,33595437,173,1.070.959,208.516,1000,1,1,1703471319,1703471319,0
LTE,452,1,11415,38145028,-1,1.070.955,208.526,1000,1,1,1703471553,1703471553,0
LTE,452,4,11415,36137985,-1,1.070.913,208.442,1000,2,1,1703473719,1703501343,0
UMTS,452,4,1217,33595434,87,1.070.913,208.442,1000,1,1,1703473979,1703473979,0
LTE,452,2,11415,38145029,-1,1.070.913,20.844,1000,1,1,1703475555,1703475555,0
UMTS,452,5,1217,8222665,111,1.070.913,20.844,1000,1,1,1703475685,1703475685,0
UMTS,452,4,55002,33595437,173,1.070.897,208.456,1000,1,1,1703477039,1703477039,0
UMTS,452,4,43106,112678098,280,1.070.699,208.548,1000,4,1,1703477719,1703501343,0
LTE,452,4,11415,36119062,-1,1.070.577,208.643,1000,2,1,1703478229,1703501343,0
UMTS,452,4,1217,112678098,23,1.070.258,208.948,1000,1,1,1703479609,1703479609,0
UMTS,452,5,1217,8222416,23,1.070.229,20.897,1000,13,1,1703479609,1703501344,0
LTE,452,5,3117,81456426,-1,1.070.193,208.995,1000,3,1,1703479849,1703501344,0
LTE,452,4,11415,2838530,-1,1.070.086,209.059,1226,19,1,1703479889,1703501401,0
LTE,452,4,11415,36003596,-1,1.070.164,209.013,1000,1,1,1703479969,1703479969,0
LTE,452,4,11415,36159490,-1,1.070.156,209.018,1000,3,1,1703479979,1703501344,0
LTE,452,4,11415,36045570,-1,1.070.144,209.025,1000,2,1,1703480029,1703501344,0
LTE,452,4,11415,36128002,-1,1.070.131,209.027,1000,3,1,1703480059,1703501344,0
LTE,452,4,11415,36149762,-1,1.070.107,209.034,1000,3,1,1703480119,1703501344,0
LTE,452,4,11415,38147077,-1,1.070.019,209.102,1562,7,1,1703480139,1703501402,0
LTE,452,4,11415,35842058,-1,1.070.093,209.043,1000,5,1,1703480169,1703501401,0
LTE,452,4,11415,38147586,-1,1.069.979,209.136,1209,14,1,1703480509,1703501402,0
LTE,452,4,11415,35842053,-1,1.069.954,20.914,1000,10,1,1703480689,1703501402,0
LTE,452,4,11415,2838529,-1,1.069.928,209.151,1000,9,1,1703480819,1703501402,0
LTE,452,4,11415,38147074,-1,1.069.908,209.179,1000,4,1,1703480999,1703501402,0
LTE,452,4,11415,38147075,-1,1.069.908,20.92,1000,2,1,1703481099,1703501402,0
LTE,452,4,11415,38147078,-1,1.069.907,209.211,1000,4,1,1703481119,1703501402,0
LTE,452,4,11415,38147585,-1,1.069.907,209.221,1000,1,1,1703481209,1703481209,0
UMTS,452,2,13118,85933247,211,1.069.514,209.569,2762,69,1,1703482679,1703506439,0
UMTS,452,2,13128,85996834,508,106.909,209.526,2292,39,1,1703483027,1703506323,0
UMTS,452,5,1217,8222505,316,1.068.372,209.104,6343,61,1,1703483209,1703506323,0
UMTS,452,5,1216,8229975,252,1.067.911,208.693,1095,14,1,1703483757,1703506323,0
UMTS,452,5,1216,8208955,103,1.067.798,208.592,1000,6,1,1703483868,1703506323,0
UMTS,452,5,1216,8208991,103,1.067.732,208.541,1000,3,1,1703483937,1703506323,0
UMTS,452,5,1216,8232992,252,1.067.656,208.481,1000,9,1,1703483947,1703506324,0
LTE,452,5,11216,32793093,-1,106.75,208.357,1000,5,1,1703484098,1703506324,0
UMTS,452,5,1216,8236724,10,1.067.469,207.853,1000,8,1,1703484360,1703506324,0
UMTS,452,5,1216,8240056,31,106.583,207.729,1000,13,1,1703485132,1703506325,0
LTE,452,5,11216,32768261,-1,1.065.729,207.786,1072,31,1,1703485162,1703506326,0
LTE,452,5,11216,32786438,-1,106.428,208.372,1110,25,1,1703485832,1703506382,0
LTE,452,5,11216,32774662,-1,1.064.303,208.368,1000,5,1,1703485862,1703506382,0
LTE,452,5,11202,32531973,-1,1.064.068,208.408,1000,1,1,1703485967,1703485967,0
UMTS,452,5,1202,8236516,137,1.063.673,20.851,3649,63,1,1703485992,1703545202,0
UMTS,452,5,1202,8208244,198,1.062.949,20.86,4943,105,1,1703486462,1703545299,0
UMTS,452,5,1202,8208385,469,1.062.169,20.859,3202,45,1,1703487870,1703545301,0
LTE,452,5,11202,32512773,-1,1.061.859,208.549,1000,6,1,1703488121,1703545203,0
UMTS,452,5,1202,8232606,66,1.061.686,20.855,2666,29,1,1703488149,1703545204,0
UMTS,452,5,1220,8171589,298,106.003,208.843,5316,103,1,1703488320,1703545306,0
UMTS,452,5,1220,8143740,334,1.059.766,209.227,1000,13,1,1703489190,1703545205,0
LTE,452,5,18909,227965448,-1,1.059.703,209.341,1000,1,1,1703489310,1703489310,0
UMTS,452,5,1220,8099113,401,105.96,209.549,1000,6,1,1703489403,1703545206,0
UMTS,452,5,1154,8171610,76,105.958,209.585,1000,6,1,1703489440,1703545206,0
UMTS,452,5,1154,8167626,76,1.059.533,209.674,1000,5,1,1703489490,1703545206,0
UMTS,452,5,1154,8120703,189,1.059.163,210.021,7028,4,1,1703489630,1703545207,0
LTE,452,5,11154,31773446,-1,1.059.325,209.967,1000,1,1,1703489660,1703489660,0
LTE,452,5,11154,31940101,-1,1.059.156,210.151,1000,3,1,1703489780,1703545206,0
LTE,452,5,11151,31940868,-1,1.058.776,210.376,1000,6,1,1703490230,1703545206,0
LTE,452,5,11151,31754500,-1,1.058.684,210.413,1674,14,1,1703490360,1745334376,0
UMTS,452,5,1151,8071812,345,1.058.566,210.307,1000,8,1,1703490662,1745334376,0
LTE,452,5,11151,31744517,-1,1.058.392,210.336,1000,1,1,1703544144,1703544144,0
UMTS,452,5,1151,8072402,162,1.058.395,21.034,1000,5,1,1703544175,1703573762,0
UMTS,452,5,1151,8071869,37,1.058.408,210.356,1000,2,1,1703547649,1703573762,0
LTE,452,5,11151,31744772,-1,1.058.399,210.362,1000,1,1,1703549209,1703549209,0
UMTS,452,5,1151,8072809,351,105.84,210.398,1000,1,1,1703552592,1703552592,0
LTE,452,5,11151,31806214,-1,1.058.438,210.409,1000,11,1,1703552972,1703764323,0
UMTS,452,5,1151,8071803,150,1.058.435,210.403,1000,5,1,1703553032,1703573762,0
LTE,452,5,11151,31762437,-1,1.058.401,210.428,1000,6,1,1703556320,1703577902,0
LTE,452,5,11151,31762438,-1,1.058.381,210.429,1000,4,1,1703556570,1703577902,0
LTE,452,5,11151,31873028,-1,1.058.351,210.432,1000,7,1,1703557339,1703594402,0
UMTS,452,5,1151,8071393,361,1.058.369,210.481,1000,2,1,1703559927,1703594402,0
LTE,452,5,11151,31776260,-1,1.058.282,210.424,1000,2,1,1703561707,1703594402,0
LTE,452,5,11151,31776262,-1,1.058.262,210.426,1000,7,1,1703561727,1703594402,0
LTE,452,5,11151,31852038,-1,1.058.228,210.437,1000,2,1,1703561817,1703594402,0
LTE,452,5,11151,31980549,-1,1.058.205,210.442,1000,7,1,1703561837,1703594403,0
LTE,452,5,11151,31831813,-1,1.058.176,210.444,1000,3,1,1703561927,1703594403,0
LTE,452,5,11151,31755524,-1,1.058.167,210.429,1000,4,1,1703561957,1703594403,0
LTE,452,5,11151,31769604,-1,1.058.169,210.436,1000,1,1,1703561967,1703561967,0
LTE,452,5,11151,31755526,-1,1.058.159,210.402,1000,8,1,1703562007,1703594403,0
LTE,452,5,11151,31812614,-1,105.815,210.372,1000,5,1,1703562037,1703594403,0
LTE,452,5,11151,31745284,-1,1.058.133,21.032,500,41,1,1703562067,1730908443,0
LTE,452,5,11151,31770629,-1,1.058.119,210.345,1000,6,1,1703572729,1703594403,0
LTE,452,5,11151,31770630,-1,1.058.099,210.351,1000,4,1,1703572995,1703594403,0
LTE,452,5,11151,31770628,-1,105.809,210.355,1000,2,1,1703573155,1703594403,0
LTE,452,5,11151,31920900,-1,1.058.519,21.034,1000,4,1,1703632660,1703665322,0
LTE,452,5,11151,31920902,-1,105.852,210.341,1000,1,1,1703632740,1703632740,0
UMTS,452,5,1151,8071033,259,1.058.535,210.312,1000,2,1,1703639940,1703678162,0
LTE,452,5,11151,31747588,-1,1.058.532,21.019,1000,14,1,1703642986,1703667481,0
LTE,452,5,11151,31915781,-1,1.058.532,210.197,1000,7,1,1703643066,1703667481,0
LTE,452,5,11151,31915780,-1,1.058.536,210.207,1000,1,1,1703643086,1703643086,0
LTE,452,5,11151,31747589,-1,1.058.538,210.179,1000,3,1,1703643526,1703667481,0
LTE,452,5,11151,31825670,-1,1.058.538,210.178,1000,1,1,1703644086,1703644086,0
LTE,452,5,11151,31915782,-1,105.852,210.197,1000,2,1,1703646718,1703667481,0
LTE,452,5,11151,31858437,-1,1.058.509,210.204,1000,5,1,1703646818,1703667481,0
UMTS,452,5,1151,8071032,258,1.058.533,210.318,1000,1,1,1703656414,1703656414,0
UMTS,452,2,12079,79113905,211,105.849,210.382,1000,1,1,1703727913,1703727913,0
UMTS,452,2,12079,79113875,211,1.058.493,210.382,1000,3,1,1703727452,1703764323,0
LTE,452,2,11151,31947782,-1,1.058.491,21.038,1000,1,1,1703727983,1703727983,0
UMTS,452,5,1151,8075841,244,1.058.492,210.377,1000,2,1,1703728033,1703764322,0
LTE,452,4,12982,2960130,-1,105.849,210.367,1000,4,1,1703729513,1703764323,0
LTE,452,4,12982,2960131,-1,1.058.493,210.373,1000,1,1,1703729264,1703729264,0
UMTS,452,5,1151,8071802,59,1.058.398,210.491,1000,6,1,1703735220,1703764323,0
UMTS,452,5,1151,8121003,59,1.058.348,210.583,1000,17,1,1703735510,1703764323,0
LTE,452,5,11151,31860996,-1,1.058.313,210.639,1000,7,1,1703735759,1703764323,0
LTE,452,5,11151,31800068,-1,105.823,210.753,1000,1,1,1703736130,1703736130,0
UMTS,452,5,1164,8071534,443,1.058.262,211.265,1375,45,1,1703736636,1703779623,0
UMTS,452,5,1151,8071534,401,1.058.242,211.256,1467,8,1,1703736770,1703779623,0
UMTS,452,5,1164,8120811,402,1.058.122,212.104,1000,5,1,1703737280,1703764442,0
LTE,452,5,11164,31958276,-1,1.057.927,212.178,1000,1,1,1703741021,1703741021,0
LTE,452,5,11164,31956998,-1,1.057.927,212.178,1000,1,1,1703741999,1703741999,0
UMTS,452,5,1164,8076164,45,1.057.927,212.178,1000,1,1,1703741989,1703741989,0
UMTS,452,2,14018,91831988,455,1.057.927,212.178,1000,1,1,1703743678,1703743678,0
LTE,452,5,11151,31926021,-1,1.058.234,210.986,1000,23,1,1703736480,1703779623,0
LTE,452,5,11151,31861766,-1,1.058.268,211.092,1000,19,1,1703736560,1703779623,0
GSM,452,4,12356,62792,-1,1.066.625,208.635,1000,1,1,1704900817,1704900817,0
UMTS,452,4,43111,112854796,0,1.066.543,208.627,1000,1,1,1705023302,1705023302,0
GSM,452,4,12356,20311,-1,1.066.538,208.547,1000,1,1,1705217631,1705217631,0
UMTS,452,4,43111,112857376,0,106.66,20.866,1000,1,1,1705221134,1705221134,0
UMTS,452,2,11228,73550134,0,1.066.605,208.628,1000,1,1,1705254643,1705254643,0
LTE,452,1,16027,25875219,0,1.057.924,212.181,1000,2,1,1705696344,1705716183,0
UMTS,452,4,44809,122267424,0,1.052.191,218.237,1000,1,1,1705636645,1705636645,0
UMTS,452,4,44809,122267446,0,105.219,218.291,1000,1,1,1705662941,1705662941,0
UMTS,452,2,13608,75771918,0,1.052.415,216.923,1000,1,1,1705713883,1705713883,0
GSM,452,4,12551,19635,-1,1.052.168,21.699,1000,1,1,1705779399,1705779399,0
GSM,452,4,12551,19634,-1,1.052.404,216.949,1000,1,1,1705781698,1705781698,0
GSM,452,4,11013,388,-1,105.903,212.129,1000,1,1,1705803411,1705803411,0
UMTS,452,2,11218,73478587,0,1.067.179,20.865,1000,1,1,1705960980,1705960980,0
GSM,452,2,731,24111,-1,1.092.142,11.7441,1000,1,1,1706448800,1706448800,0
UMTS,452,4,43112,112855917,0,1.067.591,208.167,1000,1,1,1706920489,1706920489,0
UMTS,452,2,26118,171124898,0,1.067.756,10.7883,1000,1,1,1706997359,1706997359,0
LTE,452,2,7304,187928075,0,1.046.404,10.0375,1000,8,1,1708051102,1708071001,0
GSM,452,4,20527,50688,-1,1.068.602,10.5989,1000,1,1,1708734092,1708734092,0
LTE,452,2,1133,28197902,0,1.058.125,210.101,1000,2,1,1708831009,1708850821,0
LTE,452,2,1133,28197899,0,1.058.123,210.102,1000,2,1,1708831013,1708850822,0
LTE,452,1,16027,26002956,-1,1.057.936,212.192,1000,13,1,1709691002,1709710983,0
LTE,452,1,16027,26360595,-1,105.791,212.191,1000,1,1,1709691130,1709691130,0
LTE,452,2,5100,130694411,0,1.083.307,158.809,1000,1,1,1710024427,1710024427,0
LTE,452,1,16027,25783564,-1,1.058.118,212.099,1000,2,1,1709694144,1710156907,0
LTE,452,1,16027,26408973,-1,105.813,212.096,1000,4,1,1709694190,1710156907,0
LTE,452,1,16027,26408972,-1,1.058.193,212.041,1000,18,1,1709694604,1710156907,0
LTE,452,1,16027,26010381,-1,105.819,212.036,1000,10,1,1709694796,1710156907,0
LTE,452,1,16027,26010892,-1,1.058.307,212.029,1000,9,1,1709695863,1710156907,0
LTE,452,1,16038,25933580,-1,1.058.347,210.277,1000,3,1,1709856563,1710156907,0
LTE,452,1,16038,25933581,-1,1.058.338,21.028,1000,1,1,1709856744,1709856744,0
LTE,452,1,16038,25664523,-1,1.058.331,210.282,1000,3,1,1709856758,1710156907,0
LTE,452,1,16038,25864971,-1,1.058.323,210.287,1000,4,1,1709856862,1710156908,0
LTE,452,1,16038,25864973,-1,1.058.324,210.285,1000,1,1,1709856940,1709856940,0
LTE,452,1,16038,25630732,-1,1.058.322,210.295,1000,4,1,1709857056,1710156908,0
LTE,452,1,16038,25861132,-1,1.058.331,210.322,1000,9,1,1709857202,1710156908,0
LTE,452,1,16038,25861131,-1,1.058.336,210.335,1000,1,1,1709857619,1709857619,0
LTE,452,1,16039,25855244,-1,1.058.374,210.482,1000,15,1,1709862008,1710156909,0
LTE,452,1,16039,25858061,-1,1.058.395,210.487,1000,6,1,1709862056,1710156909,0
LTE,452,1,16039,25874702,-1,1.058.366,210.478,1000,2,1,1709864945,1710156908,0
LTE,452,1,16039,25624845,-1,105.84,210.492,1000,1,1,1709866363,1709866363,0
LTE,452,1,16039,25858059,-1,1.058.411,21.048,1000,3,1,1709866539,1710156909,0
LTE,452,1,16039,25624077,-1,1.058.417,210.466,1000,6,1,1709866673,1710156909,0
LTE,452,1,16039,26039308,-1,1.058.417,210.453,1000,1,1,1709866973,1709866973,0
LTE,452,1,16039,25891853,-1,1.058.422,210.449,1000,3,1,1709867005,1710156909,0
LTE,452,1,16039,25891852,-1,1.058.433,210.444,1000,5,1,1709867102,1710156909,0
LTE,452,1,16039,25624589,-1,1.058.447,210.438,1000,2,1,1709867530,1710156909,0
LTE,452,1,16039,25624588,-1,1.058.452,210.435,1000,4,1,1709867570,1710156909,0
LTE,452,1,16039,25625611,-1,1.058.459,210.434,1000,3,1,1709867620,1710156909,0
LTE,452,1,16039,25625612,-1,1.058.468,210.433,1000,2,1,1709867706,1710156909,0
LTE,452,1,16039,26188047,-1,1.058.471,210.432,1000,1,1,1709867750,1709867750,0
LTE,452,1,16039,26038797,-1,1.058.472,210.429,1000,2,1,1709867774,1710156909,0
LTE,452,1,16039,26038795,-1,1.058.472,210.425,1000,1,1,1709867845,1709867845,0
LTE,452,1,16039,26038796,-1,1.058.473,210.417,1000,3,1,1709867886,1710156909,0
LTE,452,1,16039,26115341,-1,1.058.475,21.041,1000,2,1,1709868049,1710156909,0
LTE,452,1,16039,25626637,-1,1.058.475,21.041,1000,1,1,1709868069,1709868069,0
LTE,452,1,16039,26115340,-1,105.848,210.398,1000,6,1,1709868099,1712468103,0
LTE,452,1,16039,26115339,-1,1.058.475,210.408,1000,1,1,1709868089,1709868089,0
LTE,452,1,16039,26188299,-1,1.058.481,210.388,1000,3,1,1709868412,1712468103,0
LTE,452,1,16039,26189324,-1,1.058.497,210.387,1000,2,1,1709868658,1710156909,0
LTE,452,1,16039,25626639,-1,1.058.499,210.393,1000,2,1,1709868708,1712468103,0
LTE,452,1,16039,25743885,-1,1.058.504,210.386,1000,2,1,1709868728,1710156909,0
LTE,452,1,16039,26189580,-1,1.058.509,210.387,1000,4,1,1709868758,1710156909,0
LTE,452,1,16039,26189579,-1,1.058.514,210.389,1000,2,1,1709868834,1710156909,0
LTE,452,1,16039,25743629,-1,1.058.515,210.388,1000,2,1,1709868865,1710156909,0
LTE,452,1,16039,26889741,-1,1.058.475,210.366,1000,4,1,1709870151,1710156909,0
LTE,452,1,16039,25744140,-1,1.058.475,210.365,1000,1,1,1709870242,1709870242,0
LTE,452,1,16039,25871372,-1,1.058.462,210.356,1000,4,1,1709870364,1712468103,0
LTE,452,1,16039,25963021,-1,1.058.472,210.355,1000,1,1,1709870447,1709870447,0
LTE,452,1,16039,25963019,-1,1.058.472,210.355,1000,2,1,1709870483,1710156909,0
LTE,452,1,16038,25857291,-1,1.058.478,210.338,1000,2,1,1709873879,1710156909,0
LTE,452,1,16038,26191885,-1,1.058.479,210.338,1000,3,1,1709873886,1710156909,0
LTE,452,1,16038,25857292,-1,1.058.473,210.338,1000,4,1,1709873946,1712468101,0
LTE,452,1,16038,25872140,-1,1.058.468,210.333,1000,9,1,1709874031,1712468101,0
LTE,452,1,16038,25857293,-1,1.058.466,210.331,1000,10,1,1709874173,1712468103,0
LTE,452,1,16038,25872653,-1,1.058.474,210.317,1000,5,1,1709874379,1712468101,0
LTE,452,1,16038,25968395,-1,1.058.463,210.299,1000,2,1,1709874811,1710156909,0
LTE,452,1,16038,25968396,-1,1.058.454,210.294,1000,3,1,1709874867,1710156909,0
LTE,452,1,16038,25630477,-1,1.058.436,210.289,1000,7,1,1709874967,1713927005,0
LTE,452,1,16038,25968397,-1,1.058.445,210.301,1000,5,1,1709874977,1712468102,0
LTE,452,1,16038,25749261,-1,1.058.427,210.291,1000,5,1,1709875145,1713927005,0
LTE,452,1,16037,25966093,-1,1.058.569,210.245,1000,1,1,1709941086,1709941086,0
LTE,452,1,16037,25750543,-1,1.058.561,210.247,1000,3,1,1709941121,1710156909,0
LTE,452,1,16037,26188811,-1,1.058.538,210.254,1000,1,1,1709941373,1709941373,0
LTE,452,1,16037,25749004,-1,1.058.529,210.257,1000,2,1,1709941418,1710156909,0
LTE,452,1,16037,26188814,-1,1.058.527,210.258,1000,2,1,1709941463,1710156909,0
LTE,452,1,16037,25749515,-1,1.058.516,210.261,1000,3,1,1709941540,1710156909,0
LTE,452,1,16037,25749517,-1,1.058.505,210.266,1000,3,1,1709941658,1710156909,0
LTE,452,1,16038,25751821,-1,1.058.416,210.231,1000,4,1,1710027358,1710156909,0
LTE,452,1,16038,25751820,-1,1.058.414,210.218,1000,4,1,1710027470,1710156919,0
LTE,452,1,16038,25751824,-1,1.058.413,210.206,1000,1,1,1710027614,1710027614,0
LTE,452,1,16038,25751822,-1,1.058.429,210.201,1000,2,1,1710027828,1710156909,0
LTE,452,1,16040,25842189,-1,1.058.441,210.187,1000,6,1,1710027950,1710156910,0
LTE,452,1,16043,25686027,-1,1.058.454,210.191,1000,8,1,1710027970,1710156910,0
LTE,452,1,16040,25703437,-1,1.058.455,210.163,1000,12,1,1710029122,1713927006,0
LTE,452,1,16043,25686028,-1,1.058.444,210.147,1000,17,1,1710029148,1713927006,0
LTE,452,1,16040,25688589,-1,1.058.442,210.145,1000,37,1,1710029419,1713927006,0
LTE,452,1,16040,25842188,-1,1.058.471,21.018,1000,3,1,1710029451,1710156910,0
LTE,452,1,16040,25753356,-1,1.058.485,210.198,1000,7,1,1710029694,1713927006,0
LTE,452,4,34733,120324510,-1,1.080.725,12.8139,1000,5,1,1710289797,1710411843,0
LTE,452,4,34733,120411651,-1,1.080.731,12.8142,1000,1,1,1710290331,1710290331,0
LTE,452,4,34733,120324354,-1,1.080.731,12.8142,1000,1,1,1710290601,1710290601,0
LTE,452,4,39233,236535051,0,1.083.284,158.784,1000,1,1,1711011372,1711011372,0
LTE,452,1,16037,25751309,-1,1.058.485,210.227,1000,4,1,1710200439,1712468101,0
LTE,452,1,16037,25751563,-1,1.058.481,210.232,1000,1,1,1710200566,1710200566,0
LTE,452,1,16037,25751564,-1,1.058.479,210.234,1000,1,1,1710200590,1710200590,0
LTE,452,1,16037,25873934,-1,1.058.476,210.241,1000,6,1,1710200602,1712468101,0
LTE,452,1,16037,25968652,-1,1.058.477,210.245,1000,2,1,1710200798,1712468101,0
LTE,452,1,16038,25749260,-1,105.848,210.256,1000,2,1,1710206819,1712468101,0
LTE,452,1,16037,25873931,-1,105.848,210.257,1000,1,1,1710206906,1710206906,0
LTE,452,1,16037,25968653,-1,1.058.478,210.271,1000,4,1,1710207012,1712468101,0
LTE,452,1,16037,25968651,-1,1.058.478,210.279,1000,1,1,1710207137,1710207137,0
LTE,452,1,16037,25963276,-1,1.058.478,210.285,1000,2,1,1710207171,1712468101,0
LTE,452,1,16038,25872139,-1,1.058.455,210.344,1000,13,1,1710207945,1712468103,0
LTE,452,1,16038,25886731,-1,105.844,210.339,1000,4,1,1710208315,1712468101,0
LTE,452,1,16038,25886733,-1,1.058.432,210.327,1000,5,1,1710208429,1712468102,0
LTE,452,1,16038,26330636,-1,105.841,210.337,1000,11,1,1710208582,1712468102,0
LTE,452,1,16038,26330637,-1,1.058.406,210.339,1000,2,1,1710208714,1712468102,0
LTE,452,1,16038,25624331,-1,1.058.403,210.344,1000,22,1,1710208809,1712468102,0
LTE,452,1,16038,25630476,-1,1.058.419,210.302,1000,13,1,1710208970,1713927005,0
